x,y,z,data
250,450,254.6875,0.276109904
350,450,254.6875,0.15278928
450,450,254.6875,0.158704922
550,450,254.6875,0.174859747
650,450,254.6875,0.122451551
750,450,254.6875,0
850,450,254.6875,0
950,450,254.6875,0
1050,450,254.6875,0
1150,450,254.6875,0.908753693
1250,450,254.6875,2.12771487
1350,450,254.6875,2.05779767
1450,450,254.6875,1.94886029
1550,450,254.6875,2.17016935
1650,450,254.6875,1.86550641
1750,450,254.6875,0.58762449
1850,450,254.6875,0
1950,450,254.6875,0
2050,450,254.6875,0.974027276
2150,450,254.6875,1.55922139
2250,450,254.6875,1.5272547
2350,450,254.6875,1.64724493
2450,450,254.6875,2.27999997
2550,450,254.6875,2.27999997
2650,450,254.6875,0.989898264
2750,450,254.6875,0
2850,450,254.6875,0
2950,450,254.6875,0.214550152
3050,450,254.6875,0.355276734
3150,450,254.6875,0.380876541
3250,450,254.6875,0.37759313
3350,450,254.6875,0.367665321
3450,450,254.6875,0.332055926
3550,450,254.6875,0.211953044
3650,450,254.6875,6.29E-03
3750,450,254.6875,0
3850,450,254.6875,0
3950,450,254.6875,0.533785403
4050,450,254.6875,1.14005697
4150,450,254.6875,1.30332971
4250,450,254.6875,1.54821312
4350,450,254.6875,1.90288627
4450,450,254.6875,1.79224384
4550,450,254.6875,1.01029205
4650,450,254.6875,0.541672528
4750,450,254.6875,0.525291741
4850,450,254.6875,0.415803403
4950,450,254.6875,0.25937748
5050,450,254.6875,0.157569334
5150,450,254.6875,0.10072583
5250,450,254.6875,7.08E-02
5350,450,254.6875,5.00E-02
